kind,collateral,debt,priceWad,spreadPpm,amountIn,out,newColl,newDebt,preAnchor,safeAfter
D,19785661112584694,300000000000000000000000,50541652073680203181301516,17500,300000000000000000001,5022433779439,19780638678805255,299699999999999999999999,2022159798279421605228782,1
D,19785661112584694,300000000000000000000000,50541652073680203181301516,17500,100000000000000000000001,1638203268510317,18147457844074377,199999999999999999999999,2022159798279421605228782,1
D,19785661112584694,300000000000000000000000,50541652073680203181301516,17500,300000000000000000000000,4698312967198873,15087348145385821,0,2022159798279421605228782,1
L,19785661112584694,504965124224178054000000,50541652073680203181301516,100,19785661112585,994649129146732680248,19805446773697279,505959773353324786680248,1485029547380105945882568,1
L,19785661112584694,504965124224178054000000,50541652073680203181301516,100,1978566111258470,97041555446438610954729,21764227223843164,602006679670616664954729,1485029547380105945882568,1
L,19785661112584694,504965124224178054000000,50541652073680203181301516,100,19785661112584694,0,19785661112584694,504965124224178054000000,1485029547380105945882568,1
D,19785661112584694,504965124224178054000000,50541652073680203181301516,100,1,0,19785661112584694,504965124224178054000000,1485029547380105945882568,1
D,19785661112584694,504965124224178054000000,50541652073680203181301516,100,504965124224178054001,10039024081833,19775622088502861,504460159099953875945999,1485029547380105945882568,1
D,19785661112584694,504965124224178054000000,50541652073680203181301516,100,168321708074726018000001,3205224558613165,16580436553971529,336643416149452035999999,1485029547380105945882568,1
D,19785661112584694,504965124224178054000000,50541652073680203181301516,100,504965124224178054000000,8766425119910504,11019235992674190,0,1485029547380105945882568,1
L,19785661112584694,504965124224178054000000,50541652073680203181301516,17500,19785661112585,977340503437008559200,19805446773697279,505942464727615062559200,1485029547380105945882568,1
L,19785661112584694,504965124224178054000000,50541652073680203181301516,17500,1978566111258470,95352863512477182981320,21764227223843164,600317987736655236981320,1485029547380105945882568,1
L,19785661112584694,504965124224178054000000,50541652073680203181301516,17500,19785661112584694,0,19785661112584694,504965124224178054000000,1485029547380105945882568,1
D,19785661112584694,504965124224178054000000,50541652073680203181301516,17500,1,0,19785661112584694,504965124224178054000000,1485029547380105945882568,1
D,19785661112584694,504965124224178054000000,50541652073680203181301516,17500,504965124224178054001,9909507719541,19775751604865153,504460159099953875945999,1485029547380105945882568,1
D,19785661112584694,504965124224178054000000,50541652073680203181301516,17500,168321708074726018000001,3163873026653859,16621788085930835,336643416149452035999999,1485029547380105945882568,1
D,19785661112584694,504965124224178054000000,50541652073680203181301516,17500,504965124224178054000000,8653326926044272,11132334186540422,0,1485029547380105945882568,1
L,19785661112584694,550000000000000000000000,50541652073680203181301516,100,19785661112585,942482162235056340557,19805446773697279,550942482162235056340557,1340811089845649066439624,1
L,19785661112584694,550000000000000000000000,50541652073680203181301516,100,1978566111258470,91704455971769894019219,21764227223843164,641704455971769894019219,1340811089845649066439624,1
L,19785661112584694,550000000000000000000000,50541652073680203181301516,100,19785661112584694,0,19785661112584694,550000000000000000000000,1340811089845649066439624,1
D,19785661112584694,550000000000000000000000,50541652073680203181301516,100,1,0,19785661112584694,550000000000000000000000,1340811089845649066439624,1
D,19785661112584694,550000000000000000000000,50541652073680203181301516,100,550000000000000000001,11538847694793,19774122264889901,549449999999999999999999,1340811089845649066439624,1
D,19785661112584694,550000000000000000000000,50541652073680203181301516,100,183333333333333333333334,3651953510056800,16133707602527894,366666666666666666666666,1340811089845649066439624,1
D,19785661112584694,550000000000000000000000,50541652073680203181301516,100,550000000000000000000000,9836364687861912,9949296424722782,0,1340811089845649066439624,1
L,19785661112584694,550000000000000000000000,50541652073680203181301516,17500,19785661112585,926081332529195774175,19805446773697279,550926081332529195774175,1340811089845649066439624,1
L,19785661112584694,550000000000000000000000,50541652073680203181301516,17500,1978566111258470,90108638856149535827466,21764227223843164,640108638856149535827466,1340811089845649066439624,1
L,19785661112584694,550000000000000000000000,50541652073680203181301516,17500,19785661112584694,0,19785661112584694,550000000000000000000000,1340811089845649066439624,1
D,19785661112584694,550000000000000000000000,50541652073680203181301516,17500,1,0,19785661112584694,550000000000000000000000,1340811089845649066439624,1
D,19785661112584694,550000000000000000000000,50541652073680203181301516,17500,550000000000000000001,11389981672928,19774271130911766,549449999999999999999999,1340811089845649066439624,1
D,19785661112584694,550000000000000000000000,50541652073680203181301516,17500,183333333333333333333334,3604838598285891,16180822514298803,366666666666666666666666,1340811089845649066439624,1
D,19785661112584694,550000000000000000000000,50541652073680203181301516,17500,550000000000000000000000,9709462893209028,10076198219375666,0,1340811089845649066439624,1
L,19785661112584694,620000000000000000000000,50541652073680203181301516,100,19785661112585,808648320336597474292,19805446773697279,620808648320336597474292,1051353308087331476644028,1
L,19785661112584694,620000000000000000000000,50541652073680203181301516,100,1978566111258470,78089926520232813383347,21764227223843164,698089926520232813383347,1051353308087331476644028,1
L,19785661112584694,620000000000000000000000,50541652073680203181301516,100,19785661112584694,0,19785661112584694,620000000000000000000000,1051353308087331476644028,1
D,19785661112584694,620000000000000000000000,50541652073680203181301516,100,1,0,19785661112584694,620000000000000000000000,1051353308087331476644028,1
D,19785661112584694,620000000000000000000000,50541652073680203181301516,100,620000000000000000001,15157358587284,19770503753997410,619379999999999999999999,1051353308087331476644028,1
D,19785661112584694,620000000000000000000000,50541652073680203181301516,100,206666666666666666666667,4644696461479443,15140964651105251,413333333333333333333333,1051353308087331476644028,1
D,19785661112584694,620000000000000000000000,50541652073680203181301516,100,620000000000000000000000,11983817512204266,7801843600380428,0,1051353308087331476644028,1
L,19785661112584694,620000000000000000000000,50541652073680203181301516,17500,19785661112585,794576432373944412933,19805446773697279,620794576432373944412933,1051353308087331476644028,1
L,19785661112584694,620000000000000000000000,50541652073680203181301516,17500,1978566111258470,76731025908719611110250,21764227223843164,696731025908719611110250,1051353308087331476644028,1
L,19785661112584694,620000000000000000000000,50541652073680203181301516,17500,19785661112584694,0,19785661112584694,620000000000000000000000,1051353308087331476644028,1
D,19785661112584694,620000000000000000000000,50541652073680203181301516,17500,1,0,19785661112584694,620000000000000000000000,1051353308087331476644028,1
D,19785661112584694,620000000000000000000000,50541652073680203181301516,17500,620000000000000000001,14961809106560,19770699303478134,619379999999999999999999,1051353308087331476644028,1
D,19785661112584694,620000000000000000000000,50541652073680203181301516,17500,206666666666666666666667,4584773884868697,15200887227715997,413333333333333333333333,1051353308087331476644028,1
D,19785661112584694,620000000000000000000000,50541652073680203181301516,17500,620000000000000000000000,11829210805626173,7956450306958521,0,1051353308087331476644028,1
L,19785661112584694,645161290322580645000000,50541652073680203181301516,100,19785661112585,0,19785661112584694,645161290322580645000000,796834621981549186910815,1
L,19785661112584694,645161290322580645000000,50541652073680203181301516,100,1978566111258470,0,19785661112584694,645161290322580645000000,796834621981549186910815,1
L,19785661112584694,645161290322580645000000,50541652073680203181301516,100,19785661112584694,0,19785661112584694,645161290322580645000000,796834621981549186910815,1
D,19785661112584694,645161290322580645000000,50541652073680203181301516,100,1,0,19785661112584694,645161290322580645000000,796834621981549186910815,1
D,19785661112584694,645161290322580645000000,50541652073680203181301516,100,645161290322580645001,0,19785661112584694,645161290322580645000000,796834621981549186910815,1
D,19785661112584694,645161290322580645000000,50541652073680203181301516,100,215053763440860215000001,0,19785661112584694,645161290322580645000000,796834621981549186910815,1
D,19785661112584694,645161290322580645000000,50541652073680203181301516,100,645161290322580645000000,0,19785661112584694,645161290322580645000000,796834621981549186910815,1
L,19785661112584694,645161290322580645000000,50541652073680203181301516,17500,19785661112585,0,19785661112584694,645161290322580645000000,796834621981549186910815,1
L,19785661112584694,645161290322580645000000,50541652073680203181301516,17500,1978566111258470,0,19785661112584694,645161290322580645000000,796834621981549186910815,1
L,19785661112584694,645161290322580645000000,50541652073680203181301516,17500,19785661112584694,0,19785661112584694,645161290322580645000000,796834621981549186910815,1
D,19785661112584694,645161290322580645000000,50541652073680203181301516,17500,1,0,19785661112584694,645161290322580645000000,796834621981549186910815,1
D,19785661112584694,645161290322580645000000,50541652073680203181301516,17500,645161290322580645001,0,19785661112584694,645161290322580645000000,796834621981549186910815,1
D,19785661112584694,645161290322580645000000,50541652073680203181301516,17500,215053763440860215000001,0,19785661112584694,645161290322580645000000,796834621981549186910815,1
D,19785661112584694,645161290322580645000000,50541652073680203181301516,17500,645161290322580645000000,0,19785661112584694,645161290322580645000000,796834621981549186910815,1
L,19785661112584694,660000000000000000000000,50541652073680203181301516,100,19785661112585,0,19785661112584694,660000000000000000000000,526267035123236092914178,1
L,19785661112584694,660000000000000000000000,50541652073680203181301516,100,1978566111258470,0,19785661112584694,660000000000000000000000,526267035123236092914178,1
L,19785661112584694,660000000000000000000000,50541652073680203181301516,100,19785661112584694,0,19785661112584694,660000000000000000000000,526267035123236092914178,1
D,19785661112584694,660000000000000000000000,50541652073680203181301516,100,1,0,19785661112584694,660000000000000000000000,526267035123236092914178,1
D,19785661112584694,660000000000000000000000,50541652073680203181301516,100,660000000000000000001,17900605623590,19767760506961104,659339999999999999999999,526267035123236092914178,1
D,19785661112584694,660000000000000000000000,50541652073680203181301516,100,220000000000000000000001,6293106909927029,13492554202657665,439999999999999999999999,526267035123236092914178,1
D,19785661112584694,660000000000000000000000,50541652073680203181301516,100,660000000000000000000000,0,19785661112584694,660000000000000000000000,526267035123236092914178,1
L,19785661112584694,660000000000000000000000,50541652073680203181301516,17500,19785661112585,0,19785661112584694,660000000000000000000000,526267035123236092914178,1
L,19785661112584694,660000000000000000000000,50541652073680203181301516,17500,1978566111258470,0,19785661112584694,660000000000000000000000,526267035123236092914178,1
L,19785661112584694,660000000000000000000000,50541652073680203181301516,17500,19785661112584694,0,19785661112584694,660000000000000000000000,526267035123236092914178,1
D,19785661112584694,660000000000000000000000,50541652073680203181301516,17500,1,0,19785661112584694,660000000000000000000000,526267035123236092914178,1
D,19785661112584694,660000000000000000000000,50541652073680203181301516,17500,660000000000000000001,17669664716955,19767991447867739,659339999999999999999999,526267035123236092914178,1
D,19785661112584694,660000000000000000000000,50541652073680203181301516,17500,220000000000000000000001,6211917711869164,13573743400715530,439999999999999999999999,526267035123236092914178,1
D,19785661112584694,660000000000000000000000,50541652073680203181301516,17500,660000000000000000000000,0,19785661112584694,660000000000000000000000,526267035123236092914178,1
L,19785661112584694,750000000000000000000000,50541652073680203181301516,100,19785661112585,0,19785661112584694,750000000000000000000000,235630608696403618787743,1
L,19785661112584694,750000000000000000000000,50541652073680203181301516,100,1978566111258470,0,19785661112584694,750000000000000000000000,235630608696403618787743,1
L,19785661112584694,750000000000000000000000,50541652073680203181301516,100,19785661112584694,0,19785661112584694,750000000000000000000000,235630608696403618787743,1
D,19785661112584694,750000000000000000000000,50541652073680203181301516,100,1,0,19785661112584694,750000000000000000000000,235630608696403618787743,1
D,19785661112584694,750000000000000000000000,50541652073680203181301516,100,750000000000000000001,16750203827675,19768910908757019,749249999999999999999999,235630608696403618787743,1
D,19785661112584694,750000000000000000000000,50541652073680203181301516,100,250000000000000000000001,5756813202438555,14028847910146139,499999999999999999999999,235630608696403618787743,1
D,19785661112584694,750000000000000000000000,50541652073680203181301516,100,750000000000000000000000,0,19785661112584694,750000000000000000000000,235630608696403618787743,1
L,19785661112584694,750000000000000000000000,50541652073680203181301516,17500,19785661112585,0,19785661112584694,750000000000000000000000,235630608696403618787743,1
L,19785661112584694,750000000000000000000000,50541652073680203181301516,17500,1978566111258470,0,19785661112584694,750000000000000000000000,235630608696403618787743,1
L,19785661112584694,750000000000000000000000,50541652073680203181301516,17500,19785661112584694,0,19785661112584694,750000000000000000000000,235630608696403618787743,1
D,19785661112584694,750000000000000000000000,50541652073680203181301516,17500,1,0,19785661112584694,750000000000000000000000,235630608696403618787743,1
D,19785661112584694,750000000000000000000000,50541652073680203181301516,17500,750000000000000000001,16534104588374,19769127007996320,749249999999999999999999,235630608696403618787743,1
D,19785661112584694,750000000000000000000000,50541652073680203181301516,17500,250000000000000000000001,5682542885095364,14103118227489330,499999999999999999999999,235630608696403618787743,1
D,19785661112584694,750000000000000000000000,50541652073680203181301516,17500,750000000000000000000000,0,19785661112584694,750000000000000000000000,235630608696403618787743,1
L,19785661112584694,990000000000000000000000,50541652073680203181301516,100,19785661112585,0,19785661112584694,990000000000000000000000,5694590898568406908176,1
L,19785661112584694,990000000000000000000000,50541652073680203181301516,100,1978566111258470,0,19785661112584694,990000000000000000000000,5694590898568406908176,1
L,19785661112584694,990000000000000000000000,50541652073680203181301516,100,19785661112584694,0,19785661112584694,990000000000000000000000,5694590898568406908176,1
D,19785661112584694,990000000000000000000000,50541652073680203181301516,100,1,0,19785661112584694,990000000000000000000000,5694590898568406908176,1
D,19785661112584694,990000000000000000000000,50541652073680203181301516,100,990000000000000000001,19588628388657,19766072484196037,989009999999999999999999,5694590898568406908176,1
D,19785661112584694,990000000000000000000000,50541652073680203181301516,100,330000000000000000000001,6529991314111155,13255669798473539,659999999999999999999999,5694590898568406908176,1
D,19785661112584694,990000000000000000000000,50541652073680203181301516,100,990000000000000000000000,0,19785661112584694,990000000000000000000000,5694590898568406908176,1
L,19785661112584694,990000000000000000000000,50541652073680203181301516,17500,19785661112585,0,19785661112584694,990000000000000000000000,5694590898568406908176,1
L,19785661112584694,990000000000000000000000,50541652073680203181301516,17500,1978566111258470,0,19785661112584694,990000000000000000000000,5694590898568406908176,1
L,19785661112584694,990000000000000000000000,50541652073680203181301516,17500,19785661112584694,0,19785661112584694,990000000000000000000000,5694590898568406908176,1
D,19785661112584694,990000000000000000000000,50541652073680203181301516,17500,1,0,19785661112584694,990000000000000000000000,5694590898568406908176,1
D,19785661112584694,990000000000000000000000,50541652073680203181301516,17500,990000000000000000001,19335909810585,19766325202774109,989009999999999999999999,5694590898568406908176,1
D,19785661112584694,990000000000000000000000,50541652073680203181301516,17500,330000000000000000000001,6445746001627872,13339915110956822,659999999999999999999999,5694590898568406908176,1
D,19785661112584694,990000000000000000000000,50541652073680203181301516,17500,990000000000000000000000,0,19785661112584694,990000000000000000000000,5694590898568406908176,1
L,19785661112584694,1050000000000000000000000,50541652073680203181301516,100,19785661112585,0,19785661112584694,1050000000000000000000000,0,0
L,19785661112584694,1050000000000000000000000,50541652073680203181301516,100,1978566111258470,0,19785661112584694,1050000000000000000000000,0,0
L,19785661112584694,1050000000000000000000000,50541652073680203181301516,100,19785661112584694,0,19785661112584694,1050000000000000000000000,0,0
D,19785661112584694,1050000000000000000000000,50541652073680203181301516,100,1,0,19785661112584694,1050000000000000000000000,0,0
D,19785661112584694,1050000000000000000000000,50541652073680203181301516,100,1050000000000000000001,0,19785661112584694,1050000000000000000000000,0,0
D,19785661112584694,1050000000000000000000000,50541652073680203181301516,100,350000000000000000000001,0,19785661112584694,1050000000000000000000000,0,0
D,19785661112584694,1050000000000000000000000,50541652073680203181301516,100,1050000000000000000000000,0,19785661112584694,1050000000000000000000000,0,0
L,19785661112584694,1050000000000000000000000,50541652073680203181301516,17500,19785661112585,0,19785661112584694,1050000000000000000000000,0,0
L,19785661112584694,1050000000000000000000000,50541652073680203181301516,17500,1978566111258470,0,19785661112584694,1050000000000000000000000,0,0
L,19785661112584694,1050000000000000000000000,50541652073680203181301516,17500,19785661112584694,0,19785661112584694,1050000000000000000000000,0,0
D,19785661112584694,1050000000000000000000000,50541652073680203181301516,17500,1,0,19785661112584694,1050000000000000000000000,0,0
D,19785661112584694,1050000000000000000000000,50541652073680203181301516,17500,1050000000000000000001,0,19785661112584694,1050000000000000000000000,0,0
D,19785661112584694,1050000000000000000000000,50541652073680203181301516,17500,350000000000000000000001,0,19785661112584694,1050000000000000000000000,0,0
D,19785661112584694,1050000000000000000000000,50541652073680203181301516,17500,1050000000000000000000000,0,19785661112584694,1050000000000000000000000,0,0
